city,state,traffic_volume,avg_speed_kmh,congestion_level,weather_condition,incident_type,road_type,lane_closure
Dallas,NY,4214,28.04,Medium,Clear,None,Urban,Yes
Phoenix,AZ,4701,111.36,Low,Clear,Breakdown,Highway,Yes
Philadelphia,PA,3006,116.4,High,Clear,Accident,Highway,No
Chicago,PA,4645,16.1,Medium,Rain,Breakdown,Expressway,Yes
San Diego,NY,3256,46.5,High,Rain,Construction,Expressway,Yes
San Jose,IL,879,11.07,Low,Snow,Construction,Highway,No
Houston,NY,4647,93.32,Medium,Cloudy,Accident,Expressway,Yes
Houston,PA,1023,85.01,Low,Fog,None,Rural,No
Phoenix,IL,3466,72.13,Medium,Cloudy,None,Rural,Yes
San Jose,PA,779,86.08,High,Clear,Construction,Rural,Yes
Dallas,TX,950,69.16,Low,Snow,Construction,Expressway,No
San Diego,IL,709,36.27,High,Rain,Accident,Rural,No
San Antonio,PA,810,92.98,High,Snow,Breakdown,Highway,Yes
Phoenix,NY,381,96.16,High,Fog,None,Urban,Yes
Dallas,PA,1008,103.96,Medium,Snow,Accident,Expressway,Yes
Dallas,NY,3541,114.95,High,Snow,Construction,Rural,Yes
San Jose,IL,1808,92.23,High,Snow,Accident,Highway,Yes
San Jose,NY,4458,16,Medium,Clear,Accident,Expressway,No
Los Angeles,IL,1905,12.29,Low,Fog,Accident,Urban,Yes
Houston,CA,3259,91.39,High,Rain,None,Rural,Yes
San Diego,AZ,404,16.17,Medium,Cloudy,Accident,Rural,Yes
New York,IL,2322,44.75,Low,Rain,Accident,Highway,Yes
Phoenix,CA,4759,24.98,Medium,Snow,Breakdown,Rural,Yes
San Diego,CA,4244,116.58,Medium,Snow,Construction,Urban,Yes
Los Angeles,CA,4940,44.8,Medium,Cloudy,None,Rural,Yes
Los Angeles,CA,2488,16.07,Low,Fog,Breakdown,Rural,No
San Diego,IL,3212,114.46,Low,Snow,Breakdown,Expressway,No
San Jose,NY,3930,76.96,High,Clear,Construction,Expressway,No
Dallas,CA,253,13.97,High,Clear,Breakdown,Urban,Yes
San Antonio,TX,4015,101.67,High,Rain,Construction,Expressway,No
San Diego,CA,1823,26.78,High,Clear,Breakdown,Urban,No
Phoenix,NY,658,98.27,High,Rain,None,Urban,No
New York,NY,2730,76.3,Low,Snow,Construction,Highway,No
Houston,AZ,1190,29.48,Medium,Clear,Construction,Highway,Yes
Los Angeles,AZ,4211,92.79,High,Clear,Construction,Expressway,No
Chicago,CA,2228,60,Medium,Cloudy,Breakdown,Urban,Yes
Chicago,CA,4924,80.19,Medium,Rain,Breakdown,Highway,Yes
Dallas,PA,4973,105.65,High,Cloudy,Construction,Highway,No
San Jose,PA,788,38.63,Medium,Fog,None,Expressway,No
Houston,AZ,2750,50.26,Medium,Cloudy,None,Rural,Yes
Los Angeles,CA,3773,119.7,Medium,Clear,Accident,Highway,No
Chicago,PA,707,65.89,Medium,Clear,Construction,Rural,No
Chicago,TX,2776,71.44,Medium,Fog,Accident,Expressway,Yes
San Antonio,IL,1159,41.4,Medium,Rain,Breakdown,Rural,Yes
San Diego,AZ,3262,55.76,Medium,Rain,Accident,Expressway,Yes
Philadelphia,AZ,2214,65.17,Medium,Rain,Construction,Expressway,Yes
Houston,NY,196,38.43,Medium,Fog,None,Rural,Yes
Philadelphia,CA,4105,36.2,Medium,Snow,Accident,Rural,Yes
New York,AZ,4681,76.05,Low,Snow,Breakdown,Urban,Yes
San Jose,AZ,3279,30.2,Low,Fog,Construction,Expressway,Yes
San Diego,PA,4564,70.88,Low,Cloudy,Accident,Highway,No
New York,TX,2668,87.68,Medium,Fog,Breakdown,Expressway,Yes
Phoenix,CA,3650,31.81,High,Snow,Accident,Expressway,Yes
Los Angeles,IL,3425,92.05,High,Snow,Accident,Expressway,Yes
Philadelphia,TX,3688,49.57,Low,Cloudy,None,Expressway,Yes
Dallas,IL,2367,119.18,Medium,Clear,Accident,Urban,No
Phoenix,NY,971,117.7,High,Clear,Construction,Highway,No
Houston,AZ,4837,97.85,High,Clear,None,Highway,Yes
Los Angeles,PA,4957,47.7,Medium,Rain,Construction,Highway,No
Chicago,TX,3589,113.09,Medium,Snow,Construction,Rural,No
Philadelphia,IL,3940,119.87,Low,Fog,Construction,Rural,Yes
San Diego,CA,4387,60.85,Medium,Cloudy,Accident,Rural,No
San Diego,NY,4079,77.6,Low,Snow,None,Urban,No
Phoenix,NY,3028,10.66,Medium,Clear,Breakdown,Highway,Yes
Phoenix,AZ,1137,14.79,Medium,Cloudy,Accident,Highway,No
San Jose,AZ,3216,65.07,High,Fog,Construction,Urban,Yes
Chicago,IL,2146,77.02,Medium,Snow,Accident,Expressway,Yes
San Antonio,IL,2242,44.36,Low,Fog,Breakdown,Urban,No
Philadelphia,NY,966,20.9,Medium,Snow,Accident,Rural,Yes
New York,IL,4543,96.05,Low,Snow,Breakdown,Urban,Yes
Houston,AZ,4916,56.06,High,Clear,None,Rural,No
Philadelphia,NY,4816,81.37,High,Cloudy,Construction,Urban,Yes
Philadelphia,NY,477,81.52,Low,Clear,Breakdown,Urban,No
Chicago,CA,3138,70.15,Low,Snow,Construction,Highway,No
Philadelphia,CA,4226,29.63,High,Clear,Construction,Urban,No
San Jose,IL,2281,77.77,Medium,Snow,Accident,Expressway,No
Philadelphia,IL,758,45.43,Medium,Clear,Breakdown,Urban,Yes
Dallas,AZ,3713,100.1,Medium,Snow,Accident,Expressway,Yes
Dallas,AZ,2031,31.25,Medium,Rain,None,Urban,Yes
Los Angeles,CA,1438,42.03,Medium,Rain,None,Highway,Yes
Houston,NY,252,58.43,Low,Fog,Breakdown,Rural,No
Dallas,TX,3352,91.4,Low,Snow,Construction,Expressway,Yes
Houston,PA,4744,89.28,Medium,Clear,Accident,Urban,Yes
San Diego,PA,4151,47.08,High,Snow,Breakdown,Rural,Yes
San Jose,TX,2454,66.18,High,Clear,Breakdown,Rural,Yes
Chicago,IL,3570,35.77,Medium,Fog,Accident,Urban,Yes
Chicago,PA,3267,94.74,Medium,Snow,Construction,Rural,Yes
Dallas,PA,2152,31.64,Low,Fog,None,Expressway,Yes
San Jose,TX,196,100.13,High,Clear,Breakdown,Expressway,No
San Diego,TX,4731,113.06,Medium,Cloudy,Breakdown,Expressway,No
New York,CA,1029,119.08,Low,Clear,None,Expressway,No
San Jose,NY,785,104.27,Low,Fog,None,Rural,Yes
Los Angeles,AZ,744,34.39,Medium,Snow,Accident,Highway,Yes
Chicago,CA,903,55.82,Medium,Snow,Accident,Rural,Yes
Los Angeles,PA,297,19.77,Low,Fog,Construction,Expressway,Yes
Chicago,AZ,2229,28.1,Low,Snow,None,Highway,Yes
San Diego,CA,4587,15.47,Low,Rain,None,Highway,Yes
Philadelphia,CA,2353,80.52,Medium,Cloudy,None,Rural,Yes
San Antonio,TX,1459,68.65,Low,Fog,None,Rural,No
San Jose,AZ,2602,110.87,Low,Cloudy,Construction,Urban,Yes
San Jose,CA,3821,60.93,High,Fog,Construction,Highway,No
Philadelphia,TX,2513,80.65,Medium,Cloudy,Construction,Rural,Yes
New York,IL,3787,54.18,Low,Clear,Accident,Highway,No
Chicago,AZ,1035,101.24,Medium,Fog,Breakdown,Expressway,No
New York,CA,4104,111.9,High,Snow,None,Urban,Yes
San Jose,PA,3184,57.49,Low,Cloudy,Accident,Highway,Yes
Dallas,IL,4050,19.1,Medium,Clear,Construction,Urban,Yes
Dallas,TX,1982,27.99,High,Clear,Construction,Urban,Yes
Phoenix,CA,1470,89.26,Medium,Clear,Accident,Expressway,Yes
Houston,PA,4946,45.78,High,Snow,Accident,Expressway,Yes
Dallas,TX,172,96.39,Medium,Clear,Accident,Highway,No
Dallas,TX,2367,92.47,Low,Cloudy,Accident,Expressway,No
Chicago,PA,735,86.37,Medium,Snow,Breakdown,Rural,Yes
Phoenix,TX,1711,99.56,High,Fog,Construction,Urban,Yes
Chicago,AZ,1970,93.22,Low,Snow,Breakdown,Rural,Yes
San Jose,IL,2925,79.58,High,Fog,Accident,Rural,No
Los Angeles,IL,3682,10.46,Medium,Fog,Accident,Expressway,No
New York,NY,4481,66.72,Medium,Fog,Accident,Rural,Yes
San Jose,CA,3950,75.48,Low,Fog,Accident,Expressway,No
Los Angeles,TX,2213,115.67,Medium,Snow,Breakdown,Expressway,No
San Diego,CA,2888,81.55,High,Rain,Accident,Expressway,No
San Diego,IL,3510,73.3,Low,Rain,Construction,Rural,Yes
Chicago,IL,1969,69.53,High,Clear,Accident,Urban,Yes
San Antonio,TX,2147,21.36,Low,Cloudy,Construction,Rural,Yes
San Antonio,AZ,1221,57.04,Low,Cloudy,Construction,Highway,Yes
Los Angeles,PA,604,24.78,Low,Cloudy,None,Expressway,Yes
Dallas,TX,3257,15.8,Medium,Clear,None,Expressway,Yes
Chicago,TX,3339,46.24,Medium,Cloudy,Construction,Urban,No
Los Angeles,NY,4058,81,Low,Snow,Construction,Highway,Yes
Chicago,PA,4651,105.35,Low,Rain,Construction,Urban,No
Los Angeles,AZ,1866,99.14,Medium,Fog,Accident,Highway,Yes
San Diego,CA,1927,42.42,Medium,Cloudy,Breakdown,Highway,No
Phoenix,PA,238,15.06,High,Clear,Construction,Highway,Yes
Chicago,AZ,1490,54.29,High,Clear,Breakdown,Urban,No
Phoenix,TX,1270,44.63,Low,Snow,Breakdown,Highway,Yes
San Diego,TX,2647,50.84,Low,Fog,Breakdown,Urban,No
San Antonio,TX,2918,71.5,High,Fog,None,Rural,No
Philadelphia,TX,2111,13.35,Low,Clear,Breakdown,Rural,No
New York,TX,2957,50.79,High,Cloudy,Construction,Highway,Yes
San Jose,PA,1765,71.45,High,Snow,Construction,Highway,No
New York,PA,3585,57.41,High,Snow,None,Highway,No
New York,PA,661,83.4,Medium,Fog,Accident,Rural,Yes
San Jose,AZ,2559,30.47,Low,Snow,Construction,Urban,No
San Diego,TX,2975,26.92,High,Rain,None,Urban,No
San Diego,IL,333,43.87,Medium,Fog,Accident,Urban,No
San Antonio,PA,2720,21.19,Medium,Clear,Breakdown,Urban,Yes
Philadelphia,IL,4144,35.99,Low,Snow,Accident,Highway,Yes
Houston,NY,1677,19.56,High,Fog,Breakdown,Expressway,No
New York,CA,1661,54.22,Low,Cloudy,None,Highway,Yes
Dallas,PA,766,88.26,High,Cloudy,None,Expressway,Yes
New York,IL,4679,41.52,High,Rain,Construction,Rural,No
Houston,NY,731,10.41,Medium,Clear,None,Rural,No
Chicago,AZ,3489,71.28,High,Cloudy,Breakdown,Urban,Yes
San Antonio,CA,4306,86.11,Medium,Fog,None,Expressway,Yes
Phoenix,TX,4319,53.04,High,Snow,Breakdown,Urban,Yes
Phoenix,PA,1572,42.67,Low,Cloudy,Breakdown,Urban,Yes
Houston,PA,1409,63.97,High,Cloudy,Breakdown,Highway,No
New York,TX,2123,21.14,Medium,Rain,Breakdown,Expressway,Yes
Phoenix,AZ,1839,80.83,Medium,Snow,Accident,Expressway,Yes
Houston,CA,3625,90.66,Medium,Snow,Breakdown,Urban,No
San Jose,PA,3420,87.51,Medium,Cloudy,None,Highway,No
San Diego,IL,2534,46.15,Medium,Snow,Breakdown,Urban,No
Los Angeles,CA,1868,102.7,Medium,Clear,Accident,Highway,Yes
San Diego,NY,2108,114.15,Low,Clear,Breakdown,Urban,Yes
New York,PA,2716,42.68,High,Cloudy,Construction,Urban,No
Houston,AZ,1483,38.9,Low,Cloudy,None,Rural,Yes
Chicago,IL,3455,87.45,Low,Clear,Breakdown,Highway,Yes
Phoenix,CA,3434,87.91,Low,Snow,Breakdown,Urban,No
Phoenix,CA,3122,66.15,High,Rain,None,Rural,Yes
Phoenix,IL,572,111.57,Low,Rain,Construction,Rural,Yes
Houston,NY,1743,26.09,Medium,Rain,None,Expressway,No
San Diego,NY,4233,62.51,High,Snow,None,Urban,Yes
Chicago,CA,2339,13.87,Low,Rain,None,Expressway,Yes
Houston,TX,1205,15.79,Low,Clear,None,Expressway,Yes
New York,IL,647,15.91,High,Snow,None,Expressway,No
San Antonio,PA,1695,64.1,High,Clear,None,Rural,Yes
New York,NY,2208,74.79,Medium,Snow,Accident,Expressway,No
Los Angeles,PA,2386,10.38,Medium,Rain,None,Rural,No
San Antonio,NY,1907,79.58,High,Rain,None,Urban,No
New York,NY,1764,63.87,Medium,Cloudy,Construction,Expressway,No
Chicago,AZ,3788,34.62,Medium,Fog,None,Rural,No
Philadelphia,PA,4946,11.66,Low,Clear,Breakdown,Rural,No
Philadelphia,TX,2834,27.17,Medium,Rain,Breakdown,Urban,No
Philadelphia,NY,3226,76.04,Low,Snow,Construction,Rural,Yes
Los Angeles,TX,252,82.47,Medium,Cloudy,Construction,Rural,No
Los Angeles,CA,2948,81.18,Low,Clear,Construction,Urban,No
Philadelphia,CA,3622,26.85,Medium,Rain,Construction,Urban,No
San Jose,AZ,1314,110.23,Medium,Cloudy,Accident,Highway,No
Phoenix,TX,2509,55.2,Medium,Rain,Breakdown,Rural,Yes
San Antonio,IL,1287,94.48,Low,Rain,Accident,Rural,Yes
San Antonio,AZ,1604,28.31,High,Rain,None,Highway,No
Phoenix,NY,3792,61.76,Medium,Cloudy,Construction,Highway,Yes
San Diego,CA,102,67.37,Medium,Fog,Accident,Highway,No
San Jose,CA,3632,94.74,High,Rain,Accident,Rural,No
Philadelphia,IL,3209,78.37,Low,Clear,Breakdown,Expressway,Yes
Phoenix,AZ,721,53.92,Medium,Cloudy,Accident,Expressway,Yes
Houston,TX,4154,41.08,Low,Rain,None,Expressway,Yes
San Antonio,CA,740,117.03,Medium,Cloudy,None,Rural,No
Houston,NY,132,41.3,Low,Clear,Breakdown,Highway,No
Phoenix,IL,4370,24.24,Low,Clear,Breakdown,Highway,Yes
Phoenix,IL,3618,43.05,High,Snow,Breakdown,Highway,No
New York,PA,2527,45.96,Low,Snow,Breakdown,Urban,No
New York,IL,1501,24.06,Medium,Fog,Accident,Rural,Yes
Chicago,NY,2070,87.9,High,Snow,None,Urban,Yes
Chicago,IL,2175,78.11,High,Cloudy,Construction,Rural,No
Los Angeles,TX,1225,44.83,Low,Snow,None,Expressway,Yes
Los Angeles,PA,1129,119.23,Low,Cloudy,Construction,Rural,Yes
Philadelphia,TX,2454,82.05,Medium,Cloudy,None,Rural,No
New York,AZ,1332,87.35,High,Fog,Breakdown,Expressway,Yes
Philadelphia,AZ,584,71.29,High,Cloudy,Construction,Urban,Yes
Phoenix,TX,3898,70.67,High,Snow,None,Expressway,Yes
Philadelphia,NY,4716,12.2,Low,Snow,Breakdown,Rural,No
Phoenix,PA,4723,94.8,Medium,Rain,None,Urban,No
San Antonio,AZ,2503,110.18,Medium,Fog,Construction,Highway,Yes
New York,IL,2212,23.45,High,Clear,Construction,Expressway,No
Chicago,TX,1876,97.52,Low,Clear,Breakdown,Highway,Yes
Philadelphia,CA,4048,68.77,Medium,Rain,Construction,Highway,No
New York,NY,3742,41.38,Medium,Snow,Breakdown,Expressway,Yes
San Antonio,NY,1889,111.3,Low,Fog,Accident,Urban,No
Houston,TX,4109,11.91,Medium,Snow,None,Highway,No
Chicago,CA,380,40.15,High,Rain,None,Highway,No
San Jose,NY,2822,107.49,Low,Clear,Breakdown,Expressway,No
Dallas,PA,1577,62.91,High,Fog,Accident,Highway,Yes
New York,AZ,4233,75.88,High,Snow,None,Highway,No
San Diego,PA,623,92.47,Low,Cloudy,Construction,Rural,No
New York,CA,3745,26.28,Medium,Cloudy,Breakdown,Highway,Yes
Phoenix,PA,573,33.67,High,Cloudy,Construction,Expressway,No
San Jose,IL,1221,119.85,Medium,Clear,Accident,Urban,Yes
San Diego,AZ,2603,36.12,Medium,Cloudy,Breakdown,Rural,No
Philadelphia,CA,4229,69.31,Medium,Cloudy,None,Highway,Yes
San Antonio,TX,1471,42.86,Medium,Rain,Breakdown,Rural,Yes
San Diego,NY,2281,103.66,Medium,Rain,None,Rural,Yes
Philadelphia,AZ,2266,115.79,Low,Rain,Accident,Expressway,No
Philadelphia,TX,2205,25.54,Medium,Snow,Construction,Urban,No
Philadelphia,CA,901,76.06,Medium,Cloudy,Breakdown,Expressway,No
Phoenix,IL,1229,99.27,High,Clear,Construction,Urban,No
San Diego,NY,3645,100.53,Low,Cloudy,None,Expressway,Yes
Los Angeles,NY,4417,58.45,Medium,Cloudy,Breakdown,Highway,Yes
San Antonio,AZ,1909,34.79,Medium,Snow,Construction,Rural,Yes
Houston,TX,787,52.59,High,Rain,Breakdown,Urban,No
New York,CA,2862,92.63,Low,Cloudy,None,Rural,No
Phoenix,CA,2842,119.32,Low,Fog,Construction,Highway,Yes
Chicago,TX,2868,70.97,High,Fog,Construction,Expressway,No
Houston,NY,4944,31.46,Low,Rain,None,Rural,Yes
San Antonio,TX,2213,14.61,Low,Rain,None,Urban,Yes
Phoenix,PA,3126,113.81,Medium,Cloudy,Breakdown,Highway,Yes
Houston,CA,4211,63.13,High,Fog,Construction,Urban,Yes
New York,TX,576,88.83,High,Clear,None,Rural,Yes
Philadelphia,NY,498,82.62,Low,Clear,Construction,Highway,Yes
San Jose,AZ,3270,108,Medium,Fog,None,Expressway,Yes
Philadelphia,PA,4211,39.27,Low,Rain,Breakdown,Highway,Yes
San Antonio,NY,1901,58.59,Medium,Snow,Accident,Highway,No
New York,IL,169,110.5,Low,Snow,None,Highway,Yes
Houston,IL,4534,74.41,Low,Clear,Construction,Highway,No
Dallas,TX,4432,17.85,High,Rain,Breakdown,Expressway,No
San Jose,NY,2897,31.39,Low,Cloudy,Construction,Expressway,Yes
Philadelphia,NY,1840,36.09,Low,Fog,Construction,Urban,No
Los Angeles,CA,4563,119.32,High,Clear,Accident,Highway,No
Houston,AZ,3067,34.66,Medium,Snow,Construction,Expressway,Yes
Philadelphia,PA,400,105.67,Low,Snow,None,Expressway,No
Houston,NY,2252,18.59,Low,Cloudy,None,Highway,Yes
San Jose,PA,3382,29.99,High,Cloudy,Construction,Urban,Yes
San Antonio,TX,1602,105.93,Medium,Snow,None,Rural,Yes
Chicago,CA,2300,108.88,Low,Rain,Construction,Highway,Yes
Philadelphia,PA,3287,29.38,Low,Snow,Accident,Highway,No
Houston,PA,3559,35.28,High,Fog,Construction,Highway,Yes
Chicago,PA,97,68.36,Medium,Rain,Breakdown,Expressway,Yes
Chicago,PA,2326,15.8,Low,Cloudy,Accident,Rural,No
Los Angeles,PA,3846,113.98,High,Cloudy,Breakdown,Expressway,Yes
Chicago,CA,4074,49.83,High,Cloudy,Construction,Urban,No
San Jose,TX,3234,63.82,High,Fog,Breakdown,Urban,No
New York,PA,1942,21.56,Medium,Cloudy,Accident,Urban,Yes
Chicago,PA,947,13.58,High,Rain,Breakdown,Rural,No
Dallas,TX,1788,61.46,Low,Cloudy,Accident,Urban,No
Houston,NY,1018,23.38,Low,Cloudy,Breakdown,Highway,No
Chicago,NY,3052,79.34,Medium,Snow,Breakdown,Urban,Yes
San Diego,CA,3210,97.39,Low,Snow,Breakdown,Expressway,No
New York,CA,4791,13.48,Medium,Fog,Breakdown,Urban,No
Phoenix,AZ,4156,77.34,Low,Rain,Accident,Rural,No
New York,CA,3148,99.72,High,Rain,Breakdown,Highway,Yes
San Antonio,TX,2553,58.34,Low,Snow,None,Rural,No
Phoenix,PA,1520,115.57,High,Rain,None,Expressway,Yes
Los Angeles,TX,3549,22.23,Medium,Cloudy,None,Rural,No
New York,AZ,3802,45.53,High,Fog,Breakdown,Rural,Yes
San Antonio,IL,3680,35.31,High,Snow,Accident,Highway,No
New York,IL,2688,119.58,Low,Cloudy,None,Highway,Yes
Chicago,TX,2611,42.36,Medium,Snow,None,Expressway,No
Philadelphia,IL,4544,52.67,Low,Snow,Breakdown,Rural,Yes
Philadelphia,IL,3653,103.24,Medium,Fog,None,Urban,No
San Antonio,AZ,436,112.3,High,Fog,Breakdown,Expressway,Yes
New York,PA,3723,113.15,Medium,Snow,None,Rural,Yes
San Antonio,CA,187,71.4,Medium,Cloudy,Construction,Expressway,Yes
Los Angeles,CA,3801,82.96,Medium,Clear,Accident,Highway,No
Philadelphia,IL,2750,48.41,Low,Cloudy,Breakdown,Urban,No
San Diego,NY,4627,76.79,High,Rain,Breakdown,Urban,Yes
Phoenix,AZ,349,43.3,High,Snow,Construction,Highway,No
San Jose,PA,81,92.06,Low,Snow,Accident,Expressway,No
Chicago,PA,2554,43.79,Medium,Fog,Breakdown,Rural,Yes
San Diego,IL,591,106.74,High,Rain,Breakdown,Highway,No
San Diego,NY,3506,25.78,High,Clear,Construction,Rural,No
Houston,NY,3453,72.9,High,Clear,None,Expressway,Yes
San Diego,PA,2141,67.27,Medium,Fog,None,Expressway,Yes
Phoenix,AZ,596,39.01,Low,Clear,Breakdown,Rural,No
Phoenix,CA,1033,13.08,Low,Snow,Construction,Expressway,No
Chicago,PA,4190,26.34,High,Clear,Construction,Rural,No
San Antonio,PA,429,116.47,Medium,Clear,Breakdown,Rural,Yes
Dallas,TX,546,113.54,High,Cloudy,None,Highway,No
Dallas,NY,1965,23.12,Low,Clear,Breakdown,Rural,No
New York,TX,2235,51.23,Medium,Cloudy,None,Urban,Yes
New York,TX,4553,61.16,Low,Rain,Construction,Highway,Yes
San Jose,AZ,234,62.59,High,Cloudy,Accident,Rural,Yes
Phoenix,PA,538,42.87,Low,Rain,Construction,Urban,No
New York,CA,2115,110.42,Medium,Fog,Construction,Rural,Yes
Houston,AZ,1770,109.93,Medium,Snow,Breakdown,Highway,Yes
New York,NY,220,12.08,Medium,Fog,Construction,Urban,No
Los Angeles,CA,449,81.5,Low,Fog,Construction,Expressway,Yes
Los Angeles,PA,3642,18.18,Medium,Fog,Breakdown,Urban,Yes
Houston,IL,3702,75.72,Low,Rain,Construction,Rural,Yes
San Diego,CA,288,105.36,Medium,Clear,Breakdown,Rural,No
Los Angeles,AZ,1390,81.45,Low,Cloudy,None,Rural,No
Dallas,AZ,4465,61.58,Low,Fog,Construction,Highway,Yes
Dallas,TX,3671,115.37,Low,Fog,None,Expressway,Yes
Los Angeles,PA,2619,92.13,Medium,Clear,None,Expressway,No
New York,IL,2625,37.42,Low,Fog,Construction,Highway,Yes
San Jose,PA,1398,52.56,Medium,Rain,Construction,Rural,Yes
San Jose,CA,4904,93.59,High,Rain,Construction,Rural,Yes
Dallas,IL,2139,12.12,Medium,Clear,Accident,Expressway,Yes
Los Angeles,PA,283,17.04,High,Rain,Accident,Urban,No
San Diego,TX,605,104.54,Medium,Fog,Breakdown,Urban,Yes
Chicago,IL,2534,14.72,High,Fog,None,Urban,No
New York,IL,2004,84.64,Low,Snow,Construction,Urban,No
New York,CA,4821,45.08,High,Snow,None,Rural,Yes
San Jose,IL,3783,100.85,High,Clear,Construction,Highway,No
Los Angeles,TX,3325,103.21,Low,Fog,Construction,Urban,No
San Antonio,NY,852,114.87,High,Fog,Breakdown,Highway,No
Philadelphia,NY,4996,20.51,Medium,Cloudy,Construction,Highway,Yes
Los Angeles,AZ,1046,56.51,Medium,Rain,None,Highway,No
Houston,NY,895,73.14,High,Clear,Accident,Expressway,No
Los Angeles,CA,1369,110.77,High,Clear,None,Urban,Yes
New York,AZ,4167,39.32,Medium,Rain,None,Urban,Yes
Chicago,NY,1760,17.88,Medium,Cloudy,Accident,Urban,No
Houston,NY,291,32.19,High,Snow,Breakdown,Expressway,No
San Jose,AZ,2940,64.51,Low,Cloudy,Construction,Expressway,Yes
Phoenix,CA,2675,84.92,Low,Snow,None,Expressway,Yes
Phoenix,AZ,3548,85.97,Medium,Snow,Breakdown,Urban,No
San Antonio,CA,502,18.21,Low,Cloudy,Construction,Rural,Yes
San Jose,CA,1679,93.76,High,Clear,Construction,Expressway,No
San Diego,PA,2310,82.63,Medium,Fog,Breakdown,Urban,No
Dallas,TX,3362,54.83,Low,Clear,Breakdown,Highway,No
San Antonio,NY,4767,72.82,Low,Fog,Accident,Rural,No
Phoenix,PA,608,94.45,Low,Clear,None,Urban,Yes
Dallas,NY,2765,38.83,Medium,Cloudy,Accident,Urban,Yes
San Diego,PA,1118,113.4,High,Cloudy,None,Expressway,Yes
San Jose,IL,2804,25.15,High,Cloudy,Accident,Urban,Yes
Dallas,AZ,1310,109.24,Medium,Fog,Construction,Highway,No
San Jose,PA,2820,91.49,Low,Clear,Breakdown,Urban,Yes
San Diego,TX,4652,82.66,High,Snow,Accident,Expressway,No
Philadelphia,NY,499,19.12,Low,Clear,Breakdown,Highway,No
Houston,IL,3689,111.09,High,Clear,Construction,Expressway,No
Dallas,TX,1963,42.49,High,Rain,None,Urban,No
Dallas,CA,2847,92.02,High,Clear,None,Urban,No
San Jose,NY,4683,107.33,Low,Snow,Accident,Highway,No
San Jose,PA,2595,36.87,Low,Clear,Accident,Urban,Yes
Dallas,AZ,3304,110.61,Low,Rain,Breakdown,Urban,No
San Jose,TX,4861,77.31,Low,Rain,Construction,Rural,No
Chicago,IL,4545,82.49,Low,Snow,None,Rural,No
Chicago,AZ,3511,110.6,Medium,Clear,Construction,Expressway,No
Philadelphia,CA,1509,67.94,High,Cloudy,Breakdown,Expressway,No
Philadelphia,AZ,970,58.47,High,Cloudy,Accident,Urban,No
Philadelphia,IL,3268,79.66,Medium,Rain,Accident,Highway,Yes
Phoenix,CA,506,70.94,High,Snow,Breakdown,Expressway,No
Phoenix,IL,1934,16.76,Medium,Cloudy,Breakdown,Highway,No
Los Angeles,NY,694,29.85,Medium,Rain,Accident,Rural,No
San Antonio,IL,2379,11.49,Medium,Rain,Accident,Rural,Yes
Houston,AZ,4559,21.9,High,Clear,None,Expressway,No
Chicago,NY,2260,90.28,Medium,Snow,Construction,Rural,Yes
San Diego,NY,4988,10.52,High,Cloudy,None,Expressway,Yes
Houston,TX,4306,43.48,Low,Clear,None,Highway,No
Houston,AZ,4400,59.43,Low,Fog,None,Highway,No
San Diego,AZ,1143,113.16,Medium,Snow,Breakdown,Highway,No
New York,CA,2509,45.97,Medium,Rain,Accident,Urban,No
Dallas,IL,2811,96.14,Low,Clear,Accident,Expressway,No
San Antonio,PA,2092,54.96,Low,Cloudy,Construction,Urban,No
Los Angeles,IL,85,20.83,Low,Rain,None,Urban,Yes
Philadelphia,AZ,519,20.87,Medium,Rain,Accident,Rural,No
San Diego,IL,358,57.57,Low,Cloudy,None,Rural,No
Phoenix,AZ,3318,16.37,Medium,Fog,None,Rural,No
Philadelphia,NY,530,72.88,Medium,Snow,None,Expressway,No
San Jose,IL,838,64.3,Medium,Snow,Accident,Expressway,No
San Diego,IL,340,87.28,High,Rain,None,Rural,No
Philadelphia,AZ,479,30.42,Medium,Clear,Construction,Expressway,No
Dallas,AZ,647,75.22,Low,Fog,Accident,Rural,Yes
Dallas,CA,4577,29.2,Low,Fog,Construction,Expressway,Yes
Dallas,IL,1607,89.45,Medium,Rain,Accident,Expressway,Yes
Philadelphia,TX,4650,43.79,High,Clear,None,Highway,No
Dallas,AZ,722,77.59,High,Cloudy,Breakdown,Urban,Yes
Chicago,TX,2904,107.09,Medium,Cloudy,None,Expressway,Yes
Phoenix,NY,1628,63.71,High,Rain,Breakdown,Rural,No
